Year_Country,Country,Year,co2,coal_co2,total_ghg,methane,nitrous_oxide,Population
2002_Myanmar,Myanmar,2002,9.154,1.235,157.1,56.13,15.07,47702163.0
2003_Myanmar,Myanmar,2003,9.779,0.601,169.85,62.64,17.72,48148907.0
2004_Myanmar,Myanmar,2004,12.37,0.729,193.58,79.02,23.5,48564489.0
2005_Myanmar,Myanmar,2005,11.529,0.586,179.78,71.1,19.75,48949931.0
2006_Myanmar,Myanmar,2006,12.779,0.952,183.7,73.79,20.01,49301049.0
2007_Myanmar,Myanmar,2007,12.794,0.821,199.42,85.29,24.39,49621479.0
2008_Myanmar,Myanmar,2008,9.722,0.649,176.87,71.83,19.39,49929642.0
2009_Myanmar,Myanmar,2009,10.156,0.608,190.42,80.71,22.93,50250366.0
2010_Myanmar,Myanmar,2010,13.083,1.231,198.11,84.87,24.38,50600827.0
2011_Myanmar,Myanmar,2011,15.068,1.663,194.24,70.81,20.58,50990612.0
2012_Myanmar,Myanmar,2012,11.893,1.704,206.69,76.94,23.36,51413703.0
2013_Myanmar,Myanmar,2013,12.938,1.143,209.6,76.37,23.56,51852464.0
2014_Myanmar,Myanmar,2014,16.17,1.158,218.73,80.39,25.65,52280816.0
2015_Myanmar,Myanmar,2015,22.109,0.927,223.91,81.5,26.06,52680724.0
2016_Myanmar,Myanmar,2016,25.437,1.927,219.53,77.77,24.12,53045199.0
1991_Namibia,Namibia,1991,1.055,0.04,17.89,5.09,3.91,1476399.0
1992_Namibia,Namibia,1992,1.15,0.033,17.84,5.0,3.84,1516951.0
1993_Namibia,Namibia,1993,1.389,0.238,17.8,4.85,3.75,1555098.0
1994_Namibia,Namibia,1994,1.572,0.264,18.07,4.83,3.74,1591826.0
1995_Namibia,Namibia,1995,1.619,0.044,18.15,4.82,3.72,1627866.0
1996_Namibia,Namibia,1996,1.722,0.037,18.25,4.55,3.25,1663378.0
1997_Namibia,Namibia,1997,1.77,0.029,18.06,4.46,3.12,1698029.0
1998_Namibia,Namibia,1998,1.817,0.029,19.05,4.89,3.43,1731635.0
1999_Namibia,Namibia,1999,1.663,0.015,19.07,4.96,3.43,1763861.0
2000_Namibia,Namibia,2000,1.605,0.007,20.38,5.57,3.82,1794583.0
2002_Namibia,Namibia,2002,1.788,0.011,18.09,4.72,3.3,1851519.0
2003_Namibia,Namibia,2003,1.883,0.022,18.29,4.77,3.36,1879113.0
2004_Namibia,Namibia,2004,1.971,0.022,18.95,5.02,3.62,1907737.0
2005_Namibia,Namibia,2005,2.312,0.051,20.49,5.85,4.17,1938316.0
2006_Namibia,Namibia,2006,2.338,0.169,22.2,6.5,5.19,1971318.0
2007_Namibia,Namibia,2007,2.36,0.158,21.05,5.88,4.51,2006516.0
2008_Namibia,Namibia,2008,3.334,0.85,19.21,4.9,3.33,2043382.0
2009_Namibia,Namibia,2009,3.056,0.396,22.48,6.4,4.98,2081039.0
2010_Namibia,Namibia,2010,3.085,0.278,21.57,5.95,4.46,2118877.0
2011_Namibia,Namibia,2011,2.782,0.07,25.99,7.95,6.67,2156698.0
2012_Namibia,Namibia,2012,3.355,0.275,27.41,8.62,7.19,2194777.0
2013_Namibia,Namibia,2013,2.568,0.106,20.93,5.3,3.76,2233506.0
2014_Namibia,Namibia,2014,3.678,0.07,20.29,4.95,3.25,2273426.0
2015_Namibia,Namibia,2015,3.851,0.007,20.6,4.94,3.27,2314901.0
2016_Namibia,Namibia,2016,4.051,0.07,20.41,4.68,3.05,2358044.0
1990_Nepal,Nepal,1990,0.721,0.18,57.89,18.27,4.75,18905480.0
1991_Nepal,Nepal,1991,1.026,0.3,58.25,18.35,4.81,19405506.0
1992_Nepal,Nepal,1992,1.233,0.281,58.1,18.15,4.82,19938322.0
1993_Nepal,Nepal,1993,1.397,0.311,59.09,18.84,4.91,20489973.0
1994_Nepal,Nepal,1994,1.619,0.341,59.93,19.2,5.07,21040899.0
1995_Nepal,Nepal,1995,2.309,0.744,61.24,20.12,5.25,21576074.0
1996_Nepal,Nepal,1996,2.353,0.744,59.75,19.53,5.0,22090352.0
1997_Nepal,Nepal,1997,2.641,0.81,60.65,20.08,5.11,22584772.0
1998_Nepal,Nepal,1998,2.223,0.305,61.9,20.9,5.34,23057875.0
1999_Nepal,Nepal,1999,3.191,1.11,63.93,21.77,5.37,23509971.0
2000_Nepal,Nepal,2000,3.037,0.978,64.27,22.25,5.38,23941099.0
2001_Nepal,Nepal,2001,3.236,1.118,60.97,22.82,5.53,24347113.0
2002_Nepal,Nepal,2002,2.596,0.52,59.42,22.6,5.24,24725625.0
2003_Nepal,Nepal,2003,2.81,0.663,63.11,24.57,5.69,25080880.0
2004_Nepal,Nepal,2004,2.582,0.586,62.3,24.64,5.71,25419337.0
2005_Nepal,Nepal,2005,2.987,0.939,63.97,25.31,5.81,25744500.0
2006_Nepal,Nepal,2006,2.456,0.59,36.41,24.89,5.76,26066687.0
2007_Nepal,Nepal,2007,2.57,0.747,36.47,24.87,5.8,26382586.0
2008_Nepal,Nepal,2008,3.352,0.747,39.49,26.45,6.28,26666581.0
2009_Nepal,Nepal,2009,4.129,0.703,42.97,27.71,6.83,26883531.0
2010_Nepal,Nepal,2010,4.824,1.103,43.66,28.08,7.16,27013207.0
2011_Nepal,Nepal,2011,5.22,1.114,43.78,28.03,7.18,27041220.0
2012_Nepal,Nepal,2012,5.47,0.832,48.14,30.08,7.69,26989160.0
2013_Nepal,Nepal,2013,6.218,1.041,48.59,30.54,8.0,26916795.0
2014_Nepal,Nepal,2014,7.591,1.836,51.28,31.41,8.34,26905982.0
2015_Nepal,Nepal,2015,6.817,2.113,47.23,29.75,7.84,27015033.0
2016_Nepal,Nepal,2016,9.76,2.612,61.25,35.64,9.75,27263430.0
1990_Netherlands,Netherlands,1990,161.807,34.193,204.71,31.7,15.44,14965442.0
1991_Netherlands,Netherlands,1991,170.227,31.655,210.02,32.04,15.59,15064522.0
1992_Netherlands,Netherlands,1992,170.015,31.239,209.43,31.56,15.67,15165856.0
1993_Netherlands,Netherlands,1993,170.206,31.582,214.9,30.98,16.04,15268005.0
1994_Netherlands,Netherlands,1994,170.788,34.655,214.69,30.25,15.76,15369121.0
1995_Netherlands,Netherlands,1995,172.3,34.701,220.09,29.63,15.39,15467852.0
1996_Netherlands,Netherlands,1996,181.453,33.336,230.99,28.99,15.33,15563252.0
1997_Netherlands,Netherlands,1997,174.494,32.503,222.23,27.53,15.07,15655482.0
1998_Netherlands,Netherlands,1998,175.463,33.088,222.38,26.59,14.75,15745650.0
1999_Netherlands,Netherlands,1999,169.937,29.036,209.89,25.5,14.49,15835525.0
2000_Netherlands,Netherlands,2000,171.085,30.337,207.82,24.4,14.04,15926188.0
2001_Netherlands,Netherlands,2001,176.211,32.356,209.28,23.76,13.39,16018112.0
2002_Netherlands,Netherlands,2002,175.571,32.617,208.76,22.68,12.83,16110355.0
2003_Netherlands,Netherlands,2003,179.009,33.694,208.68,21.88,12.67,16200948.0
2004_Netherlands,Netherlands,2004,180.896,33.228,210.3,21.4,13.3,16287183.0
2005_Netherlands,Netherlands,2005,176.922,31.995,204.32,20.13,13.26,16367153.0
2006_Netherlands,Netherlands,2006,172.098,30.441,197.75,19.55,13.18,16440091.0
2007_Netherlands,Netherlands,2007,171.881,32.719,197.48,19.73,11.71,16506651.0
2008_Netherlands,Netherlands,2008,174.862,31.729,195.44,20.19,8.23,16568105.0
2009_Netherlands,Netherlands,2009,169.539,29.238,190.15,19.94,8.17,16626379.0
2010_Netherlands,Netherlands,2010,181.538,30.219,200.66,19.91,7.99,16682927.0
2011_Netherlands,Netherlands,2011,168.271,29.405,188.09,19.3,7.83,16738190.0
2012_Netherlands,Netherlands,2012,164.7,31.74,185.57,18.89,7.93,16791850.0
2013_Netherlands,Netherlands,2013,164.685,32.444,185.21,18.88,7.86,16843512.0
2014_Netherlands,Netherlands,2014,157.663,35.797,177.89,18.7,8.17,16892517.0
2015_Netherlands,Netherlands,2015,164.2,43.557,186.1,19.0,8.51,16938492.0
2016_Netherlands,Netherlands,2016,164.925,40.079,186.98,18.83,8.52,16981285.0
1990_New Zealand,New Zealand,1990,25.649,4.653,47.7,32.83,14.99,3398175.0
1991_New Zealand,New Zealand,1991,26.333,4.503,47.13,32.23,14.75,3446171.0
1992_New Zealand,New Zealand,1992,28.275,4.922,47.96,31.93,14.57,3503194.0
1993_New Zealand,New Zealand,1993,27.863,4.889,47.02,31.85,14.47,3564473.0
1994_New Zealand,New Zealand,1994,28.028,4.627,48.74,32.77,14.91,3623272.0
1995_New Zealand,New Zealand,1995,28.149,4.631,50.13,33.54,15.29,3674940.0
1996_New Zealand,New Zealand,1996,29.377,4.585,50.59,33.27,14.83,3717352.0
1997_New Zealand,New Zealand,1997,31.326,4.934,52.94,33.34,14.76,3752355.0
1998_New Zealand,New Zealand,1998,29.931,4.519,51.38,32.75,14.43,3783976.0
1999_New Zealand,New Zealand,1999,31.538,4.619,53.65,33.15,14.83,3818128.0
2000_New Zealand,New Zealand,2000,32.339,4.409,53.86,32.59,14.77,3858992.0
2001_New Zealand,New Zealand,2001,34.49,5.412,63.55,32.88,14.89,3907941.0
2002_New Zealand,New Zealand,2002,34.66,5.421,64.82,33.61,15.38,3963202.0
2003_New Zealand,New Zealand,2003,36.301,7.74,67.31,33.7,15.71,4022074.0
2004_New Zealand,New Zealand,2004,35.953,8.013,66.16,33.62,15.29,4080421.0
2005_New Zealand,New Zealand,2005,37.553,8.919,67.62,33.57,15.37,4135353.0
2006_New Zealand,New Zealand,2006,37.543,8.796,66.43,33.83,15.19,4185881.0
2007_New Zealand,New Zealand,2007,36.657,6.726,65.13,33.48,15.07,4233046.0
2008_New Zealand,New Zealand,2008,37.713,8.284,65.1,32.96,14.47,4278156.0
2009_New Zealand,New Zealand,2009,34.882,6.316,62.32,33.34,14.34,4323338.0
2010_New Zealand,New Zealand,2010,35.031,5.458,62.17,33.35,14.25,4370060.0
2011_New Zealand,New Zealand,2011,34.497,5.534,62.41,33.19,14.44,4418674.0
2012_New Zealand,New Zealand,2012,36.138,6.853,64.46,33.55,14.67,4468462.0
2013_New Zealand,New Zealand,2013,35.305,6.013,64.0,33.37,14.64,4518519.0
2014_New Zealand,New Zealand,2014,35.531,5.442,64.78,33.67,14.77,4567522.0
2015_New Zealand,New Zealand,2015,36.071,5.47,64.25,32.81,15.08,4614527.0
2016_New Zealand,New Zealand,2016,34.305,4.465,63.13,32.81,14.98,4659265.0
1990_Niger,Niger,1990,0.602,0.224,20.37,9.0,3.67,8026592.0
1991_Niger,Niger,1991,0.569,0.227,20.9,9.39,3.83,8288739.0
1992_Niger,Niger,1992,0.528,0.194,21.47,9.76,4.04,8566773.0
1993_Niger,Niger,1993,0.602,0.226,22.2,10.23,4.21,8860297.0
1994_Niger,Niger,1994,0.58,0.227,22.77,10.65,4.37,9168316.0
1995_Niger,Niger,1995,0.562,0.248,23.48,11.08,4.6,9490289.0
1996_Niger,Niger,1996,0.642,0.264,24.5,11.71,4.89,9826600.0
1997_Niger,Niger,1997,0.646,0.234,25.09,12.16,5.01,10178196.0
1998_Niger,Niger,1998,0.697,0.262,26.08,12.72,5.36,10545720.0
1999_Niger,Niger,1999,0.683,0.243,26.72,13.15,5.57,10929922.0
2000_Niger,Niger,2000,0.694,0.228,27.29,13.78,5.83,11331561.0
2001_Niger,Niger,2001,0.653,0.234,22.51,14.23,6.1,11751364.0
2002_Niger,Niger,2002,0.696,0.265,23.43,14.78,6.35,12189988.0
2003_Niger,Niger,2003,0.754,0.273,24.23,15.34,6.58,12647983.0
2004_Niger,Niger,2004,0.809,0.352,25.2,15.97,6.82,13125914.0
2005_Niger,Niger,2005,0.709,0.256,26.06,16.56,7.18,13624474.0
2006_Niger,Niger,2006,0.688,0.264,27.04,17.21,7.48,14143969.0
2007_Niger,Niger,2007,0.716,0.232,28.31,18.02,7.83,14685404.0
2008_Niger,Niger,2008,0.802,0.271,29.52,18.8,8.23,15250913.0
2009_Niger,Niger,2009,0.961,0.278,31.02,19.68,8.54,15843131.0
2010_Niger,Niger,2010,1.17,0.33,32.43,20.35,8.95,16464025.0
2011_Niger,Niger,2011,1.322,0.37,32.74,20.83,8.72,17114770.0
2012_Niger,Niger,2012,1.754,0.385,35.23,22.19,9.3,17795209.0
2013_Niger,Niger,2013,1.891,0.341,37.04,23.67,9.7,18504287.0
2014_Niger,Niger,2014,2.075,0.388,39.29,25.14,10.23,19240182.0
2015_Niger,Niger,2015,2.035,0.326,41.09,26.5,10.61,20001663.0
2016_Niger,Niger,2016,2.064,0.359,42.71,27.6,11.17,20788789.0
1990_Nigeria,Nigeria,1990,38.857,0.165,386.46,114.03,20.79,95212454.0
1991_Nigeria,Nigeria,1991,41.929,0.191,396.63,116.05,21.15,97667632.0
1992_Nigeria,Nigeria,1992,46.265,0.139,408.76,116.93,21.51,100161708.0
1993_Nigeria,Nigeria,1993,44.814,0.022,408.7,118.08,22.15,102700751.0
1994_Nigeria,Nigeria,1994,34.935,0.066,407.34,120.1,22.58,105293701.0
1995_Nigeria,Nigeria,1995,33.417,0.051,401.94,113.4,22.76,107948339.0
1996_Nigeria,Nigeria,1996,36.789,0.022,413.83,115.87,26.21,110668784.0
1997_Nigeria,Nigeria,1997,41.009,0.026,404.55,109.63,26.41,113457661.0
1998_Nigeria,Nigeria,1998,37.746,0.033,396.36,105.92,28.5,116319763.0
1999_Nigeria,Nigeria,1999,39.587,0.044,387.4,98.81,28.3,119260055.0
2000_Nigeria,Nigeria,2000,78.823,0.007,384.81,93.72,28.94,122283853.0
2001_Nigeria,Nigeria,2001,86.719,0.007,350.29,89.74,27.74,125394046.0
2002_Nigeria,Nigeria,2002,94.304,0.114,354.2,92.4,27.81,128596079.0
2003_Nigeria,Nigeria,2003,100.008,0.062,361.86,96.24,28.94,131900633.0
2004_Nigeria,Nigeria,2004,98.685,0.022,364.38,99.15,28.51,135320420.0
2005_Nigeria,Nigeria,2005,105.758,0.022,382.16,104.16,31.27,138865014.0
2006_Nigeria,Nigeria,2006,97.809,0.022,401.69,104.83,30.86,142538305.0
2007_Nigeria,Nigeria,2007,94.27,0.062,399.66,105.05,30.18,146339971.0
2008_Nigeria,Nigeria,2008,94.772,0.084,403.26,106.13,30.75,150269622.0
2009_Nigeria,Nigeria,2009,74.885,0.092,383.36,104.28,29.41,154324939.0
2010_Nigeria,Nigeria,2010,112.314,0.103,404.25,107.77,31.71,158503203.0
2011_Nigeria,Nigeria,2011,129.569,0.084,430.36,112.4,32.36,162805080.0
2012_Nigeria,Nigeria,2012,116.331,0.128,432.32,116.41,33.22,167228803.0
2013_Nigeria,Nigeria,2013,122.098,0.117,455.67,118.9,33.96,171765819.0
2014_Nigeria,Nigeria,2014,127.823,0.121,464.36,121.37,34.31,176404931.0
2015_Nigeria,Nigeria,2015,113.47,0.125,463.94,124.08,34.67,181137454.0
2016_Nigeria,Nigeria,2016,115.821,0.121,481.02,133.82,37.39,185960244.0
1990_North Korea,North Korea,1990,122.4,107.777,175.49,30.71,9.05,20293057.0
1991_North Korea,North Korea,1991,117.227,104.549,168.02,29.03,9.28,20609151.0
1992_North Korea,North Korea,1992,102.963,91.032,153.89,27.5,9.31,20937407.0
1993_North Korea,North Korea,1993,94.869,83.47,144.32,25.94,9.31,21265832.0
1994_North Korea,North Korea,1994,86.72,76.786,132.84,24.43,7.28,21577979.0
1995_North Korea,North Korea,1995,81.261,70.335,123.77,22.89,5.18,21862300.0
1996_North Korea,North Korea,1996,71.638,60.405,111.72,21.06,4.36,22113428.0
1997_North Korea,North Korea,1997,65.158,59.291,104.17,19.88,4.42,22335263.0
1998_North Korea,North Korea,1998,58.769,53.487,95.48,18.34,3.87,22536754.0
1999_North Korea,North Korea,1999,64.1,59.877,99.6,17.02,3.56,22731470.0
2000_North Korea,North Korea,2000,69.165,64.175,102.96,15.5,3.17,22929078.0
2001_North Korea,North Korea,2001,71.664,66.106,105.88,15.93,3.43,23132982.0
2002_North Korea,North Korea,2002,68.642,63.021,101.83,16.12,2.28,23339453.0
2003_North Korea,North Korea,2003,70.138,64.531,103.16,15.82,2.37,23542434.0
2004_North Korea,North Korea,2004,71.721,66.066,105.42,15.87,2.66,23732740.0
2005_North Korea,North Korea,2005,74.92,69.796,107.67,15.17,2.52,23904167.0
2006_North Korea,North Korea,2006,76.172,71.572,111.91,15.65,2.44,24054866.0
2007_North Korea,North Korea,2007,63.478,58.496,99.43,16.21,2.38,24188330.0
2008_North Korea,North Korea,2008,70.329,65.194,107.72,16.83,2.47,24310143.0
2009_North Korea,North Korea,2009,53.567,48.533,91.46,17.7,2.66,24428340.0
2010_North Korea,North Korea,2010,50.023,45.126,88.01,17.93,2.44,24548840.0
2011_North Korea,North Korea,2011,36.186,31.104,74.22,18.38,2.61,24673392.0
2012_North Korea,North Korea,2012,37.565,32.602,75.52,18.34,2.49,24800638.0
2013_North Korea,North Korea,2013,27.014,21.757,64.9,18.42,2.46,24929500.0
2014_North Korea,North Korea,2014,30.545,25.387,69.35,18.91,2.7,25057793.0
2015_North Korea,North Korea,2015,24.621,19.078,62.72,18.59,2.55,25183832.0
2016_North Korea,North Korea,2016,29.412,23.512,65.55,18.51,2.43,25307665.0
1990_North Macedonia,North Macedonia,1990,14.184,8.426,13.26,2.67,0.96,1996218.0
1991_North Macedonia,North Macedonia,1991,10.035,5.089,12.6,2.62,0.9,1993304.0
1992_North Macedonia,North Macedonia,1992,10.985,7.617,11.96,2.41,0.67,1988659.0
1993_North Macedonia,North Macedonia,1993,10.124,7.574,11.95,2.43,0.7,1984024.0
1994_North Macedonia,North Macedonia,1994,10.534,7.903,11.59,2.36,0.97,1981713.0
1995_North Macedonia,North Macedonia,1995,10.637,8.141,11.17,2.39,0.93,1983259.0
1996_North Macedonia,North Macedonia,1996,11.684,7.915,12.74,2.39,0.91,1989441.0
1997_North Macedonia,North Macedonia,1997,10.578,7.398,11.55,2.36,0.84,1999588.0
1998_North Macedonia,North Macedonia,1998,12.571,9.61,12.35,2.33,0.79,2012052.0
1999_North Macedonia,North Macedonia,1999,11.666,8.692,11.42,2.23,0.73,2024393.0
2000_North Macedonia,North Macedonia,2000,11.996,8.819,11.09,2.3,0.69,2034823.0
2001_North Macedonia,North Macedonia,2001,11.926,9.211,13.15,2.24,0.61,2042844.0
2002_North Macedonia,North Macedonia,2002,10.867,7.892,12.48,2.21,0.57,2048929.0
2003_North Macedonia,North Macedonia,2003,11.226,8.239,13.38,2.33,0.57,2053426.0
2004_North Macedonia,North Macedonia,2004,11.106,8.076,13.16,2.37,0.61,2057043.0
2005_North Macedonia,North Macedonia,2005,11.179,8.002,13.56,2.32,0.59,2060280.0
2006_North Macedonia,North Macedonia,2006,10.834,7.449,12.36,2.35,0.59,2063132.0
2007_North Macedonia,North Macedonia,2007,9.384,5.723,12.83,2.39,0.61,2065408.0
2008_North Macedonia,North Macedonia,2008,9.296,5.936,12.59,2.4,0.57,2067309.0
2009_North Macedonia,North Macedonia,2009,8.592,5.278,11.91,2.34,0.55,2069030.0
2010_North Macedonia,North Macedonia,2010,8.5,5.223,11.73,2.38,0.56,2070737.0
2011_North Macedonia,North Macedonia,2011,9.197,5.818,12.66,2.44,0.57,2072484.0
2012_North Macedonia,North Macedonia,2012,8.735,5.525,12.17,2.41,0.55,2074275.0
2013_North Macedonia,North Macedonia,2013,7.771,4.558,11.29,2.39,0.55,2076065.0
2014_North Macedonia,North Macedonia,2014,7.46,4.316,10.78,2.42,0.56,2077780.0
2015_North Macedonia,North Macedonia,2015,7.024,3.748,10.52,2.46,0.55,2079335.0
2016_North Macedonia,North Macedonia,2016,6.987,3.437,10.39,2.49,0.59,2080746.0
1990_Norway,Norway,1990,35.098,4.186,30.63,5.85,4.92,4247286.0
1991_Norway,Norway,1991,33.54,3.762,28.08,5.9,4.78,4269465.0
1992_Norway,Norway,1992,34.468,3.814,28.62,6.0,4.24,4292685.0
1993_Norway,Norway,1993,36.008,4.195,30.4,6.07,4.45,4316790.0
1994_Norway,Norway,1994,37.914,4.617,31.96,6.13,4.54,4341616.0
1995_Norway,Norway,1995,38.522,4.671,31.29,6.09,4.58,4366996.0
1996_Norway,Norway,1996,41.594,4.66,32.2,6.13,4.59,4393217.0
1997_Norway,Norway,1997,41.756,4.826,33.76,6.17,4.59,4420266.0
1998_Norway,Norway,1998,41.885,5.13,35.4,5.97,4.62,4447485.0
1999_Norway,Norway,1999,42.646,5.015,37.29,5.76,4.83,4474008.0
2000_Norway,Norway,2000,42.171,4.971,31.94,5.85,4.61,4499375.0
2001_Norway,Norway,2001,43.537,4.613,25.6,5.88,4.54,4523139.0
2002_Norway,Norway,2002,42.623,4.041,25.06,5.71,4.75,4546017.0
2003_Norway,Norway,2003,44.012,3.866,27.05,5.79,4.6,4570096.0
2004_Norway,Norway,2004,44.357,4.356,27.53,5.77,4.74,4598210.0
2005_Norway,Norway,2005,43.382,3.905,26.27,5.52,4.81,4632359.0
2006_Norway,Norway,2006,43.972,3.4,25.3,5.43,4.48,4672986.0
2007_Norway,Norway,2007,45.714,3.713,25.83,5.5,4.26,4719403.0
2008_Norway,Norway,2008,44.837,3.854,24.45,5.34,3.86,4771014.0
2009_Norway,Norway,2009,43.268,2.868,23.8,5.29,3.29,4826847.0
2010_Norway,Norway,2010,45.697,3.648,26.53,5.32,3.16,4885878.0
2011_Norway,Norway,2011,44.817,3.785,25.84,5.21,3.16,4948335.0
2012_Norway,Norway,2012,44.342,3.756,24.99,5.13,3.15,5013716.0
2013_Norway,Norway,2013,44.639,3.871,24.15,5.1,3.14,5079460.0
2014_Norway,Norway,2014,45.078,4.088,24.05,5.16,3.19,5142269.0
2015_Norway,Norway,2015,45.616,3.964,24.31,5.07,3.21,5199827.0
2016_Norway,Norway,2016,44.8,4.062,23.81,4.99,3.22,5250950.0
1990_Pakistan,Pakistan,1990,67.827,8.53,180.12,70.35,26.85,107647918.0
1991_Pakistan,Pakistan,1991,67.477,8.024,181.0,71.68,27.2,110778655.0
1992_Pakistan,Pakistan,1992,72.015,8.361,190.29,72.65,28.79,113911126.0
1993_Pakistan,Pakistan,1993,77.176,8.464,200.1,74.86,29.55,117086680.0
1994_Pakistan,Pakistan,1994,84.018,9.208,206.77,76.12,32.43,120362764.0
1995_Pakistan,Pakistan,1995,83.614,8.332,217.15,77.77,34.74,123776835.0
1996_Pakistan,Pakistan,1996,93.539,9.357,224.21,81.42,34.88,127349293.0
1997_Pakistan,Pakistan,1997,93.788,8.574,231.17,83.56,36.01,131057432.0
1998_Pakistan,Pakistan,1998,96.741,8.182,234.99,85.89,36.5,134843233.0
1999_Pakistan,Pakistan,1999,99.389,8.592,247.55,88.41,37.81,138624625.0
2000_Pakistan,Pakistan,2000,105.42,8.189,249.66,89.83,38.73,142343583.0
2001_Pakistan,Pakistan,2001,107.126,8.042,251.87,91.1,39.13,145978408.0
2002_Pakistan,Pakistan,2002,112.904,10.08,258.29,93.8,40.27,149549695.0
2003_Pakistan,Pakistan,2003,117.491,13.194,266.23,97.04,41.38,153093371.0
2004_Pakistan,Pakistan,2004,129.96,16.906,283.06,99.6,42.69,156664698.0
2005_Pakistan,Pakistan,2005,134.757,16.191,291.3,102.48,44.97,160304007.0
2006_Pakistan,Pakistan,2006,143.726,17.689,312.19,109.31,46.48,164022626.0
2007_Pakistan,Pakistan,2007,155.846,23.109,328.95,112.14,46.43,167808106.0
2008_Pakistan,Pakistan,2008,155.356,18.91,331.94,116.86,48.51,171648984.0
2009_Pakistan,Pakistan,2009,155.221,18.511,342.3,119.83,52.73,175525610.0
2010_Pakistan,Pakistan,2010,154.145,17.426,336.91,119.25,51.85,179424643.0
2011_Pakistan,Pakistan,2011,154.66,17.166,352.21,125.32,52.79,183340168.0
2012_Pakistan,Pakistan,2012,153.876,14.696,356.03,127.79,51.38,187280125.0
2013_Pakistan,Pakistan,2013,150.451,13.659,366.54,132.76,54.81,191260799.0
2014_Pakistan,Pakistan,2014,156.243,18.844,379.95,136.7,55.27,195305012.0
2015_Pakistan,Pakistan,2015,169.252,19.276,394.48,139.81,56.3,199426953.0
2016_Pakistan,Pakistan,2016,207.019,24.662,403.67,143.24,57.86,203631356.0
1990_Panama,Panama,1990,2.632,0.092,16.89,4.37,1.16,2470946.0
1991_Panama,Panama,1991,3.104,0.128,17.36,4.44,1.15,2523115.0
1992_Panama,Panama,1992,4.112,0.128,18.0,4.54,1.21,2575949.0
1993_Panama,Panama,1993,3.785,0.139,18.25,4.61,1.24,2629584.0
1994_Panama,Panama,1994,4.177,0.143,18.62,4.7,1.21,2684117.0
1995_Panama,Panama,1995,3.653,0.095,18.83,4.6,1.2,2739667.0
1996_Panama,Panama,1996,4.447,0.264,18.56,4.35,1.22,2796291.0
1997_Panama,Panama,1997,4.63,0.15,18.47,4.09,1.13,2853907.0
1998_Panama,Panama,1998,5.901,0.158,19.55,4.0,1.15,2912318.0
1999_Panama,Panama,1999,5.622,0.158,18.67,3.84,1.12,2971197.0
2000_Panama,Panama,2000,5.728,0.158,18.82,3.69,1.1,3030333.0
2001_Panama,Panama,2001,6.953,0.169,20.65,4.04,1.21,3089641.0
2002_Panama,Panama,2002,5.821,0.121,20.15,4.19,1.23,3149195.0
2011_Panama,Panama,2011,9.953,0.63,25.36,5.07,1.34,3706479.0
2012_Panama,Panama,2012,9.768,0.857,26.32,5.24,1.43,3770635.0
2013_Panama,Panama,2013,10.513,0.905,26.61,5.29,1.46,3835447.0
2014_Panama,Panama,2014,10.855,0.934,27.03,5.21,1.36,3901311.0
2015_Panama,Panama,2015,10.878,0.938,27.6,5.34,1.38,3968490.0
2016_Panama,Panama,2016,10.555,0.832,26.94,5.37,1.34,4037073.0
1990_Papua New Guinea,Papua New Guinea,1990,2.154,0.004,63.12,8.85,4.43,4615843.0
1991_Papua New Guinea,Papua New Guinea,1991,2.169,0.004,64.04,9.84,4.44,4725543.0
1992_Papua New Guinea,Papua New Guinea,1992,2.191,0.004,65.07,10.86,4.46,4836216.0
1993_Papua New Guinea,Papua New Guinea,1993,2.191,0.004,66.04,11.89,4.46,4949053.0
1994_Papua New Guinea,Papua New Guinea,1994,2.18,0.004,67.26,12.91,4.47,5065664.0
1995_Papua New Guinea,Papua New Guinea,1995,2.059,0.004,68.17,13.94,4.48,5187063.0
1996_Papua New Guinea,Papua New Guinea,1996,2.187,0.004,54.4,10.25,3.93,5314258.0
1997_Papua New Guinea,Papua New Guinea,1997,2.576,0.004,171.22,43.96,10.38,5446633.0
1998_Papua New Guinea,Papua New Guinea,1998,2.862,0.004,57.01,10.46,3.99,5581767.0
2011_Paraguay,Paraguay,2011,5.199,0.004,187.71,29.88,10.25,6333981.0
2012_Paraguay,Paraguay,2012,5.173,0.004,189.6,31.36,10.37,6421510.0
2015_Paraguay,Paraguay,2015,6.051,0.011,193.39,33.13,11.19,6688746.0
2016_Paraguay,Paraguay,2016,7.183,0.004,194.59,33.32,11.38,6777878.0
1990_Peru,Peru,1990,21.401,0.542,88.52,17.72,6.16,22071433.0
1991_Peru,Peru,1991,20.758,0.967,87.2,17.53,6.0,22522383.0
1992_Peru,Peru,1992,20.986,1.048,88.14,17.51,5.95,22966822.0
1993_Peru,Peru,1993,23.885,1.579,89.24,17.61,6.17,23408135.0
1994_Peru,Peru,1994,23.759,1.246,91.75,18.74,6.74,23851405.0
1995_Peru,Peru,1995,24.669,1.393,96.56,20.12,7.1,24299168.0
1996_Peru,Peru,1996,24.224,1.315,99.31,20.81,7.17,24753825.0
1997_Peru,Peru,1997,27.285,1.264,101.22,21.9,7.32,25210957.0
1998_Peru,Peru,1998,27.609,1.466,101.49,23.18,7.58,25658070.0
1999_Peru,Peru,1999,29.174,1.411,105.41,24.89,7.86,26078295.0
2000_Peru,Peru,2000,30.104,1.971,105.93,25.66,8.1,26459944.0
